id;  word;pos;translate
4989;   dictate;v;mendikte
4990;   stereotype;n;stereotip
4991;   sensor;n;sensor
4992;   laundry;n;cucian
4993;   manual;n;buku petunjuk
4994;   pistol;n;pistol
4995;   naval;j;angkatan laut
4996;   plaintiff;n;penggugat
4997;   kid;v;memperolokkan
4998;   middle-class;j;kelas menengah
4999;   apology;n;permintaan maaf
5000;   till;i;sampai
